,Week_Number,Symbol,High,Low
222,28.0,RELIANCE,1307.15,1281.15
223,28.0,TATAMOTORS,172.0,151.15
224,29.0,ADANIENT,135.35,0.0
225,29.0,APOLLOTYRE,184.05,167.6
226,29.0,BAJFINANCE,3555.7,3230.0
227,29.0,CANBK,283.9,257.0
228,29.0,ESCORTS,527.3,0.0
229,29.0,JINDALSTEL,150.0,0.0
230,29.0,RELIANCE,1302.45,1240.0
231,29.0,TATAMOTORS,173.4,155.5
232,30.0,ADANIENT,134.05,125.1
233,30.0,APOLLOTYRE,166.5,150.35
234,30.0,BAJFINANCE,3330.75,3016.5
235,30.0,CANBK,256.5,231.05
236,30.0,ESCORTS,506.5,460.0
237,30.0,JINDALSTEL,147.1,130.0
238,30.0,RELIANCE,1281.35,1181.0
239,30.0,TATAMOTORS,158.8,134.0
240,31.0,ADANIENT,130.05,121.9
241,31.0,APOLLOTYRE,159.0,145.35
242,31.0,BAJFINANCE,3315.9,3149.35
243,31.0,CANBK,239.0,219.0
244,31.0,ESCORTS,480.15,445.5
245,31.0,JINDALSTEL,136.9,110.0
246,31.0,RELIANCE,1209.0,1134.15
247,31.0,TATAMOTORS,137.15,122.8
248,32.0,ADANIENT,136.2,124.75
249,32.0,APOLLOTYRE,164.1,149.6
250,32.0,BAJFINANCE,3474.8,3235.0
251,32.0,CANBK,236.6,221.0
252,32.0,ESCORTS,498.05,460.0
253,32.0,JINDALSTEL,115.5,95.05
254,32.0,RELIANCE,1309.8,1106.5
255,32.0,TATAMOTORS,127.45,117.3
256,33.0,ADANIENT,136.5,129.0
257,33.0,APOLLOTYRE,164.45,155.8
258,33.0,BAJFINANCE,3396.7,3253.1
259,33.0,CANBK,237.55,221.2
260,33.0,ESCORTS,480.75,456.45
261,33.0,JINDALSTEL,107.25,100.7
262,33.0,RELIANCE,1310.55,1280.85
263,33.0,TATAMOTORS,124.9,117.7
264,34.0,ADANIENT,138.5,122.1
265,34.0,APOLLOTYRE,170.25,159.0
266,34.0,BAJFINANCE,3408.55,3009.0
267,34.0,CANBK,234.05,208.15
268,34.0,ESCORTS,504.55,425.95
269,34.0,JINDALSTEL,105.4,101.8
270,34.0,RELIANCE,1303.0,1232.85
271,34.0,TATAMOTORS,123.4,106.85
272,35.0,ADANIENT,138.75,130.2
273,35.0,APOLLOTYRE,172.15,162.95
274,35.0,BAJFINANCE,3376.15,3237.0
275,35.0,CANBK,231.6,194.0
276,35.0,ESCORTS,518.65,485.0
277,35.0,JINDALSTEL,98.75,91.2
278,35.0,RELIANCE,1287.75,1205.5
279,35.0,TATAMOTORS,124.1,111.55
280,36.0,ADANIENT,141.8,130.65
281,36.0,APOLLOTYRE,177.05,167.8
282,36.0,BAJFINANCE,3456.25,3213.3
283,36.0,CANBK,199.55,190.3
284,36.0,ESCORTS,506.9,450.0
285,36.0,JINDALSTEL,99.4,91.25
286,36.0,RELIANCE,1237.0,1192.15
287,36.0,TATAMOTORS,122.9,106.3
288,37.0,ADANIENT,147.75,140.3
289,37.0,APOLLOTYRE,181.7,174.5
290,37.0,BAJFINANCE,3457.95,3359.0
291,37.0,CANBK,207.9,193.6
292,37.0,ESCORTS,542.9,500.35
293,37.0,JINDALSTEL,114.3,101.7
294,37.0,RELIANCE,1245.0,1193.3
295,37.0,TATAMOTORS,135.75,121.65
296,38.0,ADANIENT,153.65,140.7
297,38.0,APOLLOTYRE,192.75,172.75
298,38.0,BAJFINANCE,4032.35,3281.4
299,38.0,CANBK,212.45,187.05
300,38.0,ESCORTS,638.0,498.6
301,38.0,JINDALSTEL,114.5,102.7
302,38.0,RELIANCE,1301.5,1173.9
303,38.0,TATAMOTORS,138.4,120.8
304,39.0,ADANIENT,155.8,142.0
305,39.0,APOLLOTYRE,189.05,166.0
306,39.0,BAJFINANCE,4115.0,3899.0
307,39.0,CANBK,201.9,174.0
308,39.0,ESCORTS,618.7,576.0
309,39.0,JINDALSTEL,109.5,0.0
310,39.0,RELIANCE,1358.3,1272.2
311,39.0,TATAMOTORS,129.7,116.0
312,40.0,ADANIENT,145.75,0.0
313,40.0,APOLLOTYRE,165.25,158.95
314,40.0,BAJFINANCE,4012.0,3949.0
315,40.0,CANBK,185.9,0.0
316,40.0,ESCORTS,0.0,0.0
317,40.0,JINDALSTEL,0.0,0.0
318,40.0,RELIANCE,1343.0,1311.2
319,40.0,TATAMOTORS,124.85,116.4
320,41.0,ADANIENT,154.5,136.1
321,41.0,APOLLOTYRE,165.0,0.0
322,41.0,BAJFINANCE,4077.0,3895.0
323,41.0,CANBK,185.6,177.05
324,41.0,ESCORTS,630.0,0.0
325,41.0,JINDALSTEL,98.5,0.0
326,41.0,RELIANCE,1385.05,1312.75
327,41.0,TATAMOTORS,131.5,117.2
328,42.0,ADANIENT,173.0,0.0
329,42.0,APOLLOTYRE,182.8,169.4
330,42.0,BAJFINANCE,4221.75,3959.3
331,42.0,CANBK,196.55,183.0
332,42.0,ESCORTS,627.5,0.0
333,42.0,JINDALSTEL,108.6,0.0
334,42.0,RELIANCE,1448.8,1383.0
335,42.0,TATAMOTORS,143.8,125.9
336,43.0,ADANIENT,197.4,0.0
337,43.0,APOLLOTYRE,189.55,0.0
338,43.0,BAJFINANCE,4123.4,3948.0
339,43.0,CANBK,199.25,186.25
340,43.0,ESCORTS,676.2,644.0
341,43.0,JINDALSTEL,115.55,101.9
342,43.0,RELIANCE,1490.0,1401.1
343,43.0,TATAMOTORS,176.4,127.3
344,44.0,ADANIENT,204.55,195.1
345,44.0,APOLLOTYRE,195.9,177.5
346,44.0,BAJFINANCE,4290.5,4019.65
347,44.0,CANBK,214.0,195.75
348,44.0,ESCORTS,676.1,642.65
349,44.0,JINDALSTEL,141.0,112.8
350,44.0,RELIANCE,1498.35,1452.4
351,44.0,TATAMOTORS,180.3,168.7
352,45.0,ADANIENT,212.95,200.15
353,45.0,APOLLOTYRE,176.1,161.6
354,45.0,BAJFINANCE,4302.0,4177.6
355,45.0,CANBK,215.8,200.55
356,45.0,ESCORTS,677.0,646.4
357,45.0,JINDALSTEL,152.25,130.7
358,45.0,RELIANCE,1473.0,1434.8
359,45.0,TATAMOTORS,179.9,169.05
360,46.0,ADANIENT,211.0,195.55
361,46.0,APOLLOTYRE,169.6,160.9
362,46.0,BAJFINANCE,4278.0,4150.0
363,46.0,CANBK,223.7,194.45
364,46.0,ESCORTS,677.9,646.05
365,46.0,JINDALSTEL,153.5,139.55
366,46.0,RELIANCE,1525.5,1441.0
367,46.0,TATAMOTORS,177.25,166.5
368,47.0,ADANIENT,218.2,199.85
369,47.0,APOLLOTYRE,172.65,162.2
370,47.0,BAJFINANCE,4212.9,4057.65
371,47.0,CANBK,230.1,218.4
372,47.0,ESCORTS,690.95,641.2
373,47.0,JINDALSTEL,158.4,135.95
374,47.0,RELIANCE,1581.0,1538.1
375,47.0,TATAMOTORS,171.45,160.6
376,48.0,ADANIENT,222.35,204.5
377,48.0,APOLLOTYRE,173.2,164.75
378,48.0,BAJFINANCE,4175.0,3915.15
379,48.0,CANBK,235.4,217.1
380,48.0,ESCORTS,668.5,622.6
381,48.0,JINDALSTEL,166.75,141.7
382,48.0,RELIANCE,1616.6,1556.1
383,48.0,TATAMOTORS,170.2,157.7
384,49.0,ADANIENT,214.25,202.75
385,49.0,APOLLOTYRE,178.15,160.85
386,49.0,BAJFINANCE,4048.0,3890.0
387,49.0,CANBK,226.05,207.0
388,49.0,ESCORTS,634.0,590.0
389,49.0,JINDALSTEL,157.25,135.65
390,49.0,RELIANCE,1585.3,1543.0
391,49.0,TATAMOTORS,172.55,158.15
392,50.0,ADANIENT,213.75,203.4
393,50.0,APOLLOTYRE,169.8,159.6
394,50.0,BAJFINANCE,4157.65,3993.65
395,50.0,CANBK,233.0,209.2
396,50.0,ESCORTS,624.65,587.5
397,50.0,JINDALSTEL,149.55,132.5
398,50.0,RELIANCE,1598.65,1556.3
399,50.0,TATAMOTORS,184.2,157.55
400,51.0,ADANIENT,220.6,205.75
401,51.0,APOLLOTYRE,166.7,161.9
402,51.0,BAJFINANCE,4186.0,4090.0
403,51.0,CANBK,233.25,221.3
404,51.0,ESCORTS,634.95,603.1
405,51.0,JINDALSTEL,162.2,143.75
406,51.0,RELIANCE,1617.7,1547.0
407,51.0,TATAMOTORS,184.85,170.3
408,52.0,ADANIENT,210.95,0.0
409,52.0,APOLLOTYRE,164.2,0.0
410,52.0,BAJFINANCE,4185.0,2640.05
411,52.0,CANBK,282.25,219.35
412,52.0,ESCORTS,625.2,0.0
413,52.0,JINDALSTEL,164.9,0.0
414,52.0,RELIANCE,1552.4,1129.0
415,52.0,TATAMOTORS,176.35,174.2
